ENERO 22,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS
POLLO POR PIEZAS,"0,60","2,89","64,87","4,78","133.980,10","28.047,73","0,64","3,20","66,83","5,00","22.562,12","4.511,63","0,60","2,92","69,87","4,84","3.787,11","781,88","0,65","3,13","64,33","4,85","3.384,56","698,39","0,66","3,11","68,51","4,71","15.724,61","3.338,08","0,59","2,79","64,85","4,75","3.838,36","808,58","0,59","2,76","68,41","4,65","24.200,82","5.203,56","0,68","3,11","66,75","4,59","20.025,36","4.367,57","0,68","3,19","71,59","4,71","6.754,69","1.434,07","0,55","2,47","62,52","4,53","2.869,85","633,64","0,67","3,15","64,04","4,68","7.632,19","1.629,09","0,40","1,90","52,82","4,77","5.196,02","1.088,38","0,50","2,05","57,76","4,09","2.210,97","540,71","0,45","2,13","50,99","4,74","1.171,03","247,00","0,75","3,91","67,92","5,20","8.342,01","1.604,79","0,48","2,64","61,55","5,44","841,03","154,59","0,66","3,54","57,10","5,38","2.009,35","373,45","0,28","1,53","45,92","5,42","3.430,06","632,30"
CARNE CONEJO,"0,06","0,43","12,88","6,97","20.095,63","2.882,98","0,08","0,60","17,32","7,20","4.202,43","583,72","0,10","0,71","19,83","6,94","915,61","132,01","0,06","0,42","10,38","6,59","452,61","68,65","0,08","0,53","19,37","6,75","2.675,60","396,49","0,06","0,45","11,89","7,20","622,55","86,45","0,04","0,25","7,27","6,77","2.150,04","317,57","0,05","0,34","11,34","6,94","2.207,11","317,89","0,05","0,35","10,57","6,92","737,39","106,56","0,02","0,16","4,78","6,55","189,43","28,94","0,06","0,44","11,89","7,00","1.072,04","153,23","0,10","0,65","14,35","6,65","1.771,02","266,30","0,02","0,10","2,98","6,45","111,30","17,27","0,02","0,16","2,13","10,25","89,78","8,76","0,09","0,74","19,64","8,08","1.581,04","195,71","0,11","0,83","24,47","7,22","263,84","36,55","0,14","0,98","21,83","6,99","557,26","79,75","0,04","0,22","6,82","5,70","496,58","87,12"
CARNE OVINO/CAPRINO,"0,09","1,13","14,26","13,10","52.410,70","4.002,07","0,10","1,22","16,76","12,68","8.611,60","679,20","0,25","3,39","32,76","13,76","4.388,79","318,88","0,06","0,70","12,63","12,72","756,71","59,50","0,10","1,36","17,98","13,25","6.898,43","520,52","0,10","1,40","18,15","13,85","1.923,51","138,92","0,03","0,32","8,52","12,45","2.821,06","226,65","0,10","1,36","15,43","13,23","8.786,65","664,20","0,07","0,97","13,75","13,02","2.049,63","157,42","0,06","0,67","12,98","11,71","780,64","66,67","0,18","2,22","21,67","12,46","5.375,92","431,52","0,09","1,06","6,79","12,48","2.905,85","232,90","0,03","0,43","3,42","17,16","465,51","27,13","0,04","0,52","9,28","13,99","288,29","20,61","0,14","1,82","15,68","13,31","3.891,71","292,40","0,18","2,69","29,73","14,77","857,91","58,09","0,13","1,79","18,77","14,02","1.015,82","72,44","0,02","0,26","4,82","16,92","592,67","35,03"
CORDERO,"0,07","0,96","12,63","13,45","44.774,01","3.329,54","0,07","1,00","14,29","13,33","7.036,59","528,06","0,22","3,07","28,72","13,88","3.980,81","286,81","0,05","0,67","11,88","12,88","722,28","56,06","0,09","1,23","17,06","13,47","6.246,46","463,77","0,08","1,08","9,92","13,83","1.491,39","107,80","0,02","0,28","7,70","12,49","2.460,67","197,00","0,09","1,26","15,24","13,23","8.097,29","611,95","0,07","0,90","11,65","13,63","1.902,96","139,66","0,06","0,64","12,38","11,51","743,19","64,57","0,14","1,79","17,79","12,77","4.344,44","340,19","0,04","0,66","4,94","14,83","1.810,14","122,06","0,02","0,36","2,88","17,70","384,44","21,72","0,03","0,46","8,20","14,78","251,42","17,02","0,10","1,38","13,89","13,47","2.948,23","218,94","0,18","2,66","28,18","14,72","847,71","57,58","0,11","1,63","16,07","14,92","922,70","61,82","0,02","0,26","4,45","16,90","583,31","34,52"
CABRITO,"0,01","0,13","1,46","12,41","6.011,78","484,39","0,02","0,20","2,68","10,93","1.423,07","130,24","0,01","0,06","0,29","11,62","80,48","6,93","0,00","0,03","0,78","10,00","34,43","3,44","0,01","0,10","1,28","15,50","514,75","33,22","0,02","0,31","7,73","13,89","432,12","31,11","0,00","0,04","0,90","12,16","360,39","29,64","0,00","0,08","0,61","16,26","511,28","31,45","0,00","0,03","0,68","10,12","69,68","6,89","0,00","0,03","0,62","17,84","37,44","2,10","0,01","0,22","1,79","16,26","531,69","32,70","0,04","0,37","1,66","10,20","1.025,35","100,49","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,03","0,44","1,82","12,84","943,48","73,46","0,00","0,03","1,58","19,96","10,20","0,51","0,00","0,05","0,97","16,40","28,05","1,71","0,00","0,00","0,38","18,53","9,37","0,51"
OTRO OVINO/CAPRINO,"0,00","0,03","0,64","8,64","1.624,91","188,14","0,00","0,02","0,51","7,27","151,95","20,90","0,02","0,25","4,07","13,03","327,50","25,14","0,00","0,00","0,00",,"0,00","0,00","0,00","0,03","0,91","5,83","137,22","23,53","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,03","0,31","8,56","178,08","20,81","0,01","0,04","1,40","7,08","76,99","10,87","0,00","0,00","0,00",,"0,00","0,00","0,02","0,21","2,33","8,53","499,79","58,63","0,00","0,03","0,48","6,79","70,37","10,36","0,01","0,08","0,63","14,99","81,08","5,41","0,01","0,07","0,84","10,26","36,87","3,59","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,02","0,11","2,80","7,30","65,06","8,91","0,00","0,00","0,00",,"0,00","0,00"
OVINO/CAPRINO ENTE,"0,02","0,28","1,25","12,42","13.150,68","1.058,48","0,03","0,27","1,54","10,67","1.915,07","179,42","0,04","0,65","3,33","15,56","840,34","54,01","0,00","0,00","0,00",,"0,00","0,00","0,01","0,17","0,77","16,40","835,80","50,98","0,04","0,49","0,96","12,98","674,29","51,95","0,01","0,05","0,57","9,43","424,94","45,05","0,02","0,29","1,45","13,70","1.901,91","138,87","0,02","0,29","0,15","16,95","618,95","36,52","0,02","0,27","1,29","11,70","310,63","26,56","0,06","0,63","2,64","11,30","1.531,14","135,48","0,06","0,73","1,12","11,73","1.993,26","169,89","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,07","0,79","3,39","11,87","1.680,36","141,61","0,08","1,24","4,34","14,98","395,94","26,44","0,00","0,05","0,97","16,40","28,05","1,71","0,00","0,00","0,00",,"0,00","0,00"
OVINO/CAPRINO PIEZ,"0,06","0,85","13,44","13,34","39.260,02","2.943,58","0,07","0,95","15,89","13,40","6.696,53","499,78","0,20","2,74","30,32","13,40","3.548,44","264,87","0,06","0,70","12,63","12,72","756,71","59,50","0,09","1,20","17,50","12,91","6.062,63","469,54","0,06","0,91","17,14","14,36","1.249,22","86,97","0,02","0,27","8,03","13,19","2.396,12","181,60","0,08","1,07","15,14","13,11","6.884,74","525,33","0,06","0,68","13,64","11,83","1.430,68","120,90","0,03","0,41","11,68","11,72","470,01","40,11","0,12","1,59","19,14","12,99","3.844,78","296,04","0,02","0,33","5,42","14,48","912,59","63,02","0,03","0,43","3,42","17,16","465,51","27,13","0,04","0,52","9,28","13,99","288,29","20,61","0,07","1,04","13,01","14,67","2.211,35","150,79","0,10","1,45","24,72","14,59","461,97","31,65","0,12","1,74","18,80","13,97","987,77","70,73","0,02","0,26","4,82","16,92","592,67","35,03"
CARNE CERDO,"0,81","5,23","73,82","6,44","242.857,70","37.697,02","0,91","6,11","75,14","6,70","43.114,52","6.435,15","0,88","5,73","76,31","6,54","7.425,28","1.134,89","0,72","4,49","69,41","6,27","4.854,14","773,84","0,97","6,45","76,87","6,62","32.658,11","4.934,08","0,64","3,98","67,32","6,21","5.475,66","881,85","0,77","4,78","75,06","6,18","41.913,73","6.777,93","0,68","4,33","70,35","6,39","27.895,20","4.368,28","0,87","5,30","80,55","6,08","11.226,48","1.847,48","0,71","4,29","70,59","6,02","4.978,01","826,40","1,02","6,88","76,78","6,76","16.678,32","2.465,61","0,96","5,81","72,68","6,03","15.878,59","2.633,26","0,77","5,06","73,10","6,55","5.461,86","833,50","0,49","3,17","66,24","6,53","1.744,79","267,11","0,87","6,10","79,63","6,99","13.027,17","1.863,50","0,70","5,01","85,96","7,11","1.597,84","224,76","0,80","5,35","74,43","6,71","3.033,12","452,21","0,44","2,63","59,58","6,03","5.894,88","977,19"
CARNE CERDO ADOBAD,"0,07","0,49","19,40","7,13","22.875,71","3.207,64","0,05","0,40","16,93","7,28","2.822,67","387,87","0,07","0,48","22,92","7,29","628,49","86,20","0,04","0,27","14,33","6,72","288,03","42,89","0,06","0,42","18,97","6,85","2.105,87","307,41","0,04","0,29","11,83","7,24","394,86","54,57","0,04","0,27","14,36","6,76","2.386,67","353,18","0,11","0,77","26,30","7,15","4.967,38","694,83","0,09","0,61","25,75","6,85","1.299,58","189,78","0,02","0,14","9,38","6,44","168,19","26,11","0,14","1,04","29,72","7,44","2.532,33","340,26","0,08","0,51","19,56","6,63","1.407,93","212,44","0,05","0,36","16,32","6,90","391,66","56,75","0,09","0,67","27,66","7,67","367,99","47,97","0,11","0,93","27,21","8,12","1.985,12","244,45","0,07","0,61","18,83","8,32","194,13","23,34","0,06","0,43","14,20","6,75","245,79","36,41","0,05","0,31","14,48","6,68","689,02","103,17"
CARN.CERDO IBERICO,"0,03","0,30","6,28","9,56","14.034,82","1.468,24","0,03","0,28","7,79","9,93","2.006,67","202,00","0,01","0,11","1,74","12,50","141,64","11,33","0,01","0,10","3,85","9,91","106,61","10,76","0,02","0,15","5,34","8,94","784,31","87,74","0,01","0,19","3,55","16,51","263,70","15,97","0,08","0,73","9,71","8,89","6.416,07","721,39","0,02","0,26","6,89","10,46","1.669,15","159,63","0,01","0,08","4,59","12,26","175,67","14,33","0,02","0,13","6,44","7,24","148,50","20,50","0,03","0,28","5,62","11,05","684,99","62,02","0,02","0,20","3,25","8,14","548,13","67,35","0,03","0,25","2,23","8,29","273,47","32,99","0,02","0,20","8,14","9,49","109,10","11,49","0,02","0,22","7,27","12,96","465,34","35,91","0,02","0,37","8,77","18,61","119,23","6,41","0,00","0,06","1,18","20,03","36,28","1,81","0,00","0,04","1,78","12,99","85,99","6,62"
CARNE CABALLO,"0,00","0,05","0,98","12,04","2.106,96","174,98","0,00","0,04","1,26","13,35","288,82","21,64","0,00","0,00","0,00",,"0,00","0,00","0,00","0,02","1,05","15,00","26,92","1,79","0,01","0,16","2,88","13,26","824,70","62,19","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,25","9,37","64,28","6,86","0,00","0,03","0,63","12,68","186,28","14,70","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,05","0,53","10,90","109,95","10,09","0,00","0,01","0,82","6,47","22,18","3,43","0,01","0,15","2,95","11,46","166,93","14,57","0,02","0,20","3,37","8,83","109,97","12,46","0,00","0,00","0,00",,"0,00","0,00","0,00","0,03","0,90","5,55","8,04","1,45","0,05","0,53","6,28","11,58","298,89","25,81","0,00","0,00","0,00",,"0,00","0,00"
CARNE DESPOJOS,"0,07","0,34","15,14","5,14","15.925,09","3.099,38","0,10","0,51","19,50","5,20","3.610,58","694,62","0,06","0,30","11,95","4,82","385,98","80,02","0,05","0,24","11,61","4,33","254,17","58,65","0,07","0,36","16,33","4,86","1.811,31","372,57","0,06","0,25","12,52","4,06","342,20","84,29","0,04","0,20","14,27","4,75","1.789,43","376,90","0,06","0,37","12,81","5,77","2.360,37","409,24","0,08","0,39","21,01","4,76","831,93","174,85","0,04","0,17","10,91","4,31","193,35","44,89","0,13","0,74","23,95","5,63","1.787,70","317,49","0,05","0,28","12,63","5,13","769,50","150,09","0,05","0,29","14,33","5,25","309,17","58,84","0,05","0,29","11,00","5,96","157,74","26,48","0,07","0,37","16,59","5,21","800,55","153,59","0,09","0,47","20,34","4,97","148,99","29,99","0,07","0,42","9,80","5,99","236,40","39,48","0,01","0,06","4,28","4,96","135,73","27,37"
DESPOJOS CERDO,"0,03","0,16","9,08","5,24","7.569,43","1.443,80","0,05","0,27","13,81","5,40","1.938,85","359,26","0,04","0,21","9,35","5,11","266,42","52,16","0,01","0,07","6,43","5,45","72,11","13,23","0,03","0,14","8,47","5,48","709,88","129,63","0,03","0,12","7,36","4,02","161,96","40,26","0,02","0,12","8,60","5,11","1.079,98","211,42","0,02","0,13","7,03","5,61","853,90","152,31","0,04","0,18","13,35","4,78","380,36","79,58","0,02","0,08","4,61","4,61","90,23","19,56","0,08","0,41","16,62","5,45","1.001,22","183,55","0,03","0,13","6,46","4,99","363,10","72,70","0,03","0,12","8,82","4,41","134,94","30,57","0,01","0,04","2,08","3,15","20,12","6,39","0,02","0,11","8,60","4,89","232,98","47,60","0,06","0,31","15,24","5,50","98,14","17,83","0,04","0,26","3,02","6,27","144,83","23,10","0,00","0,01","0,59","4,39","20,41","4,65"
DESPOJOS CORDERO,"0,00","0,03","1,61","6,49","1.292,28","199,26","0,01","0,05","2,00","6,68","331,21","49,58","0,00","0,02","1,04","8,67","21,73","2,51","0,01","0,05","2,46","4,99","58,85","11,80","0,01","0,03","1,98","6,78","173,01","25,52","0,01","0,05","4,43","5,27","73,16","13,89","0,00","0,00","0,29","9,21","31,53","3,42","0,00","0,03","1,36","6,03","180,07","29,84","0,01","0,04","3,34","7,14","89,56","12,55","0,00","0,01","1,16","7,00","6,05","0,86","0,01","0,07","3,26","6,81","179,32","26,32","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,49","9,78","5,49","0,56","0,01","0,08","4,74","5,92","41,56","7,03","0,00","0,02","1,58","5,09","40,40","7,94","0,01","0,09","3,65","8,07","28,18","3,49","0,01","0,06","4,36","8,13","32,16","3,96","0,00","0,00","0,00",,"0,00","0,00"
DESPOJOS POLLO,"0,02","0,05","4,48","3,53","2.538,16","718,19","0,02","0,07","5,29","3,36","494,61","147,35","0,01","0,04","3,68","3,65","51,70","14,18","0,01","0,04","5,11","2,62","39,81","15,19","0,03","0,11","8,62","3,60","581,75","161,62","0,01","0,03","2,57","3,26","39,44","12,11","0,01","0,04","4,41","3,65","366,82","100,49","0,01","0,04","3,66","3,91","283,00","72,47","0,03","0,12","10,75","3,71","256,03","69,01","0,01","0,05","4,07","3,27","55,14","16,87","0,01","0,05","3,64","3,52","119,77","34,06","0,01","0,02","1,92","3,27","67,27","20,60","0,00","0,01","1,66","2,61","8,89","3,40","0,00","0,00","0,00",,"0,00","0,00","0,01","0,05","2,57","3,65","108,07","29,60","0,02","0,03","3,06","1,76","8,66","4,92","0,01","0,02","1,56","3,10","10,96","3,53","0,01","0,02","1,42","3,62","46,25","12,78"
DESPOJOS TERNERA,"0,01","0,09","4,04","6,29","3.959,74","629,14","0,02","0,10","5,03","6,40","686,68","107,31","0,00","0,02","2,24","4,38","21,78","4,98","0,01","0,02","2,16","3,78","25,00","6,61","0,01","0,05","2,11","6,26","234,58","37,49","0,01","0,04","2,91","3,68","59,47","16,17","0,01","0,03","2,23","4,97","241,01","48,51","0,02","0,15","4,28","6,96","951,63","136,65","0,01","0,05","2,27","7,73","105,99","13,72","0,01","0,04","3,22","5,52","41,93","7,60","0,03","0,19","9,01","6,70","468,56","69,93","0,02","0,12","4,82","6,10","320,09","52,47","0,02","0,15","7,20","6,58","159,84","24,30","0,02","0,17","5,90","7,48","92,55","12,37","0,03","0,20","8,28","6,12","419,10","68,46","0,01","0,04","4,05","3,74","14,01","3,75","0,02","0,09","2,28","5,45","48,45","8,90","0,00","0,03","2,34","6,95","69,07","9,94"
DESPOJOS OT.PROCED,"0,00","0,01","0,87","5,19","565,49","109,00","0,00","0,02","1,27","5,12","159,24","31,13","0,00","0,02","1,15","3,93","24,35","6,20","0,01","0,05","3,75","4,94","58,40","11,83","0,00","0,02","1,81","6,12","112,10","18,31","0,00","0,01","0,43","4,40","8,17","1,86","0,00","0,01","0,69","5,37","70,09","13,05","0,00","0,01","0,86","5,11","91,76","17,97","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,45","5,20","18,84","3,62","0,00","0,01","0,45","4,40","19,04","4,33","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","1,14","5,00","3,50","0,70","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
OTRAS CARNES FRESCA,"0,24","1,60","46,13","6,73","74.375,14","11.046,08","0,26","1,75","48,25","6,72","12.356,20","1.839,66","0,31","2,08","56,53","6,73","2.690,23","399,83","0,27","1,77","45,64","6,60","1.916,59","290,21","0,29","1,98","53,14","6,86","10.038,53","1.464,20","0,20","1,30","43,24","6,59","1.794,21","272,25","0,20","1,35","42,71","6,59","11.826,13","1.795,31","0,22","1,46","45,90","6,56","9.395,03","1.432,74","0,21","1,37","47,42","6,48","2.910,06","449,07","0,14","0,86","39,31","6,30","994,52","157,87","0,30","2,00","49,05","6,60","4.840,58","733,55","0,19","1,35","39,82","6,98","3.689,87","528,71","0,22","1,53","47,01","6,98","1.652,36","236,75","0,11","0,83","32,59","7,27","458,71","63,08","0,34","2,43","50,78","7,08","5.196,92","733,94","0,29","1,88","40,26","6,42","599,11","93,30","0,44","3,44","61,07","7,75","1.953,03","252,11","0,14","0,92","33,23","6,80","2.063,07","303,50"
AVESTRUZ,"0,00","0,00","0,08","4,38","34,32","7,84","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,07","2,86","2,06","0,72","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,12","3,82","7,10","1,86","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,99","4,98","21,79","4,38","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,19","3,82","3,37","0,88","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
PAVO,"0,11","0,74","25,85","6,69","34.449,00","5.151,72","0,11","0,74","28,88","6,71","5.252,00","782,35","0,15","1,00","35,41","6,66","1.295,41","194,44","0,11","0,69","23,21","6,23","741,75","119,14","0,11","0,74","27,09","6,52","3.729,28","572,22","0,08","0,47","25,14","6,12","649,20","106,01","0,09","0,64","21,53","6,71","5.569,53","829,50","0,09","0,63","24,81","6,69","4.088,40","611,31","0,07","0,46","17,75","6,45","969,89","150,47","0,07","0,43","19,73","6,32","493,52","78,15","0,15","0,99","30,83","6,45","2.409,91","373,42","0,11","0,75","24,90","6,80","2.062,18","303,47","0,13","0,90","24,84","7,03","973,76","138,47","0,04","0,32","11,55","7,32","177,63","24,27","0,21","1,50","36,59","7,03","3.205,50","456,13","0,18","1,15","32,06","6,39","368,31","57,67","0,26","1,86","45,19","7,11","1.053,99","148,26","0,09","0,63","21,51","6,82","1.408,75","206,45"
OTRAS AVES,"0,03","0,19","8,54","6,28","8.807,64","1.402,22","0,03","0,20","8,57","6,12","1.444,64","236,09","0,03","0,16","9,12","5,61","213,59","38,06","0,06","0,35","10,33","5,67","375,40","66,16","0,03","0,18","9,89","6,45","907,22","140,57","0,02","0,13","5,24","6,18","180,67","29,22","0,04","0,24","9,91","6,72","2.108,60","313,61","0,03","0,20","9,72","6,09","1.315,31","216,14","0,02","0,14","10,60","6,18","291,26","47,11","0,01","0,08","5,19","6,07","91,84","15,13","0,04","0,28","7,06","6,70","668,44","99,81","0,02","0,10","4,90","5,60","262,42","46,84","0,02","0,08","6,43","4,82","83,77","17,37","0,00","0,04","3,48","10,38","20,91","2,02","0,04","0,28","12,38","6,61","590,27","89,26","0,04","0,21","7,54","5,69","65,90","11,59","0,03","0,19","6,01","5,64","105,13","18,63","0,01","0,04","3,19","5,63","82,27","14,61"
CARNE CONGELADA,"0,09","0,43","12,93","4,83","20.098,01","4.161,68","0,06","0,35","9,01","5,62","2.473,32","440,42","0,07","0,28","10,41","3,74","358,48","95,73","0,05","0,24","10,91","4,45","261,71","58,79","0,09","0,45","17,10","5,11","2.288,79","447,81","0,06","0,26","11,03","4,06","363,47","89,45","0,08","0,38","13,98","4,81","3.295,32","685,52","0,06","0,28","10,62","4,72","1.822,61","385,81","0,11","0,53","21,89","4,58","1.115,29","243,53","0,05","0,27","11,84","5,35","310,55","58,08","0,08","0,42","11,30","5,53","1.019,67","184,54","0,04","0,23","6,53","6,03","621,69","103,04","0,06","0,32","8,06","5,53","349,13","63,11","0,07","0,39","5,46","5,74","213,51","37,18","0,05","0,23","6,32","4,64","501,03","107,97","0,20","1,04","16,12","5,24","331,59","63,27","0,05","0,29","6,56","5,64","165,60","29,35","0,48","2,06","38,33","4,31","4.606,25","1.068,07"
C.CONG.POLLO,"0,06","0,20","8,20","3,39","9.342,54","2.753,87","0,04","0,14","4,71","3,62","1.007,99","278,48","0,06","0,17","6,91","2,89","224,94","77,89","0,05","0,18","8,66","3,79","197,53","52,18","0,06","0,18","10,08","3,18","922,17","290,19","0,05","0,15","7,01","2,98","204,22","68,65","0,05","0,17","8,61","3,42","1.467,04","429,26","0,04","0,14","6,42","3,33","922,68","276,75","0,08","0,24","13,19","3,14","518,75","165,06","0,03","0,07","4,16","2,60","78,29","30,15","0,05","0,17","7,29","3,63","417,80","115,16","0,02","0,09","3,07","4,88","243,15","49,80","0,03","0,10","5,37","3,02","108,17","35,80","0,03","0,10","2,85","3,40","53,89","15,83","0,04","0,13","3,35","3,68","282,15","76,65","0,09","0,27","9,04","2,89","85,97","29,78","0,03","0,13","3,50","4,28","76,33","17,83","0,33","1,13","34,31","3,40","2.531,49","744,39"
C.CONG.CERDO,"0,01","0,09","2,95","7,28","4.359,73","598,55","0,01","0,09","2,42","8,46","610,41","72,13","0,00","0,03","1,20","7,69","43,04","5,60","0,00","0,01","0,38","8,00","9,22","1,15","0,01","0,06","2,53","8,27","317,61","38,40","0,01","0,06","3,22","6,52","85,58","13,12","0,02","0,12","4,29","7,13","1.050,40","147,31","0,00","0,04","1,90","7,67","243,89","31,78","0,02","0,12","5,57","7,30","256,49","35,13","0,01","0,08","3,02","6,74","89,87","13,34","0,01","0,07","2,18","8,54","180,47","21,12","0,01","0,06","2,61","6,29","170,84","27,17","0,02","0,15","3,35","9,05","164,67","18,20","0,03","0,19","2,35","6,96","103,02","14,81","0,00","0,01","0,18","8,80","13,66","1,55","0,07","0,43","6,18","6,11","137,40","22,49","0,01","0,09","3,66","7,47","51,94","6,95","0,06","0,37","8,14","6,48","831,20","128,30"
C.CONG.VACA,"0,01","0,05","1,63","8,71","2.462,31","282,82","0,00","0,03","1,19","9,91","212,10","21,40","0,00","0,02","1,00","12,36","24,25","1,96","0,00","0,00","0,00",,"0,00","0,00","0,00","0,02","0,89","10,83","93,83","8,66","0,00","0,02","0,76","9,95","26,09","2,62","0,00","0,04","1,09","9,92","368,28","37,14","0,00","0,04","1,27","9,62","259,22","26,94","0,01","0,09","2,26","8,56","189,79","22,17","0,01","0,10","3,09","10,31","114,61","11,12","0,01","0,11","2,78","10,34","276,77","26,77","0,01","0,05","1,22","7,87","130,51","16,57","0,00","0,04","1,06","10,50","44,29","4,22","0,00","0,03","1,24","10,20","14,14","1,39","0,00","0,01","0,36","10,50","23,35","2,22","0,00","0,06","1,81","12,95","19,94","1,54","0,00","0,05","1,27","10,50","25,68","2,45","0,04","0,29","9,20","6,68","639,44","95,65"
CARNE CABALLO,"0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
RESTO CARNES CONG.,"0,01","0,08","2,92","7,47","3.933,43","526,44","0,01","0,09","2,73","9,40","642,82","68,41","0,01","0,05","2,35","6,45","66,25","10,27","0,01","0,05","2,27","10,07","54,96","5,46","0,02","0,19","5,46","8,64","955,17","110,55","0,00","0,03","1,43","9,40","47,57","5,06","0,01","0,05","2,37","5,70","409,60","71,81","0,01","0,06","2,33","7,88","396,82","50,34","0,01","0,07","4,64","7,10","150,25","21,16","0,00","0,02","2,06","7,99","27,78","3,48","0,01","0,06","1,28","6,73","144,62","21,48","0,00","0,03","0,87","8,12","77,19","9,50","0,00","0,03","0,93","6,55","32,00","4,88","0,01","0,08","4,13","8,23","42,45","5,16","0,01","0,09","2,46","6,60","181,87","27,55","0,03","0,28","6,78","9,33","88,28","9,46","0,00","0,02","0,69","5,49","11,66","2,12","0,04","0,27","7,81","6,06","604,12","99,72"
